id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,maximumClinicalTrialPhase,hasBeenWithdrawn,isApproved,tradeNames,synonyms,childChemblIds,description,crossReferences.Wikipedia,crossReferences.drugbank,linkedDiseases.rows,linkedDiseases.count,linkedTargets.rows,linkedTargets.count,yearOfFirstApproval,parentId,crossReferences.DailyMed,crossReferences.PubChem,crossReferences.chEBI,crossReferences.EMA,crossReferences.USAN,crossReferences.TG-GATEs,crossReferences.DrugCentral,crossReferences.INN
CHEMBL1642,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,YLMAHDNUQAMNNX-UHFFFAOYSA-N,Small molecule,False,IMATINIB MESYLATE,4.0,False,True,"['Gleevec', 'Glivec', 'Imatinib accord', 'Imatinib mesylate']","['Gleevec', 'Imatinib (as mesilate)', 'Imatinib accord', 'Imatinib medac', 'Imatinib mesilate', 'Imatinib mesylate', 'Imatinib methane sulfonate', 'Imatinib methanesulfonate', 'NSC-716051', 'QTI-571', 'QTI571', 'Qti571', 'STI 571', 'STI-571', 'STI571']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and is indicated for chronic myelogenous leukemia and has 77 investigational indications.,,,"['EFO_0006861', 'MONDO_0008903', 'EFO_0000389', 'EFO_0000333', 'EFO_0000768', 'EFO_0003060', 'EFO_0000760', 'EFO_1001361', 'EFO_0004683', 'EFO_0001361', 'MONDO_0011934', 'MONDO_0004979', 'MONDO_0000870', 'EFO_0006859', 'EFO_0000094', 'EFO_0005952', 'EFO_0000616', 'EFO_0004198', 'MONDO_0011382', 'MONDO_0011719', 'MONDO_0008315', 'EFO_0000717', 'EFO_0000339', 'EFO_0000220', 'MONDO_0004992', 'MONDO_0002367', 'MONDO_0002087', 'EFO_1000158', 'EFO_1001951', 'MONDO_0018975', 'MONDO_0005147', 'MONDO_0005301', 'EFO_0000519', 'EFO_1001465', 'MONDO_0002108', 'MONDO_0011705', 'MONDO_0002158', 'EFO_0000702', 'EFO_0002429', 'HP_0001880', 'MONDO_0013730', 'EFO_0000588', 'EFO_0009907', 'EFO_1000729', 'EFO_0000503', 'EFO_1001467', 'EFO_1001814', 'EFO_0000673', 'EFO_0000658', 'EFO_1001993', 'MONDO_0021063', 'MONDO_0005149', 'EFO_0002430', 'MONDO_0011962', 'MONDO_0009937', 'EFO_0000222', 'EFO_0000691', 'MONDO_0008170', 'EFO_0001376', 'EFO_1000657', 'MONDO_0044917', 'EFO_0002428', 'MONDO_0020547', 'MONDO_0100096', 'EFO_0002618', 'MONDO_0018364', 'MONDO_0002715', 'EFO_0000313', 'EFO_0004289', 'MONDO_0000873', 'EFO_0000209', 'MONDO_0007254', 'EFO_0000565', 'EFO_1000613', 'EFO_0000574', 'EFO_0000756', 'MONDO_0001056', 'EFO_1001471']",78.0,"['ENSG00000097007', 'ENSG00000186716', 'ENSG00000113721', 'ENSG00000157404']",4,2001.0,CHEMBL941,['imatinib%20mesylate'],"['144205237', '170465393', '49681833']",['31690'],['https://www.ema.europa.eu/en/medicines/human/EPAR/imatinib-accord'],,,,
CHEMBL1743077,,,Antibody,False,TENATUMOMAB,2.0,False,False,[],"['ST-2146', 'Tenatumomab']",,Antibody drug with a maximum clinical trial phase of II.,,,,,['ENSG00000041982'],1,,,,,,,,,,
CHEMBL2103826,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](C)NC(=O)[C@@H](N)CC(N)=O)C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)O,DWLTUUXCVGVRAV-XWRHUKJGSA-N,Protein,False,DAVUNETIDE,2.0,False,False,[],"['AL-108', 'AL-208', 'Davunetide']",,Protein drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,['DB12613'],"['HP_0100543', 'MONDO_0019037', 'MONDO_0005090']",3.0,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']",15,,,,,,,,,,
CHEMBL2105527,CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21,IQWYAQCHYZHJOS-UHFFFAOYSA-N,Small molecule,False,TETRAZEPAM,4.0,True,True,[],"['CB 4261', 'CB-4261', 'Myolastan', 'Tetrazepam']",,Small molecule drug with a maximum clinical trial phase of IV. It was withdrawn in at least one region.,,['DB13324'],,,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,,,,,,,,,,
CHEMBL2109337,,,Antibody,False,MDX-1342,1.0,False,False,[],"['MDX-1342', 'Mdx-1342']",,Antibody drug with a maximum clinical trial phase of I (across all indications) and has 2 investigational indications.,,,"['EFO_0000685', 'EFO_0000095']",2.0,['ENSG00000177455'],1,,,,,,,,,,
CHEMBL292376,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,ZVQUCWXZCKWZBP-CQSZACIVSA-N,Small molecule,False,TECALCET,2.0,False,False,[],['Tecalcet'],['CHEMBL2107572'],Small molecule drug with a maximum clinical trial phase of II.,,,,,['ENSG00000036828'],1,,,,,,,,,,
CHEMBL4297788,,,Antibody,False,MOSUNETUZUMAB,4.0,False,True,['Lunsumio'],"['BTCT-4465A', 'BTCT4465A', 'Mosunetuzumab', 'Mosunetuzumab axgb', 'Mosunetuzumab-axgb', 'RG-7828', 'RG7828', 'RO-7030816', 'RO7030816']",,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2022 and is indicated for follicular lymphoma and neoplasm of mature b-cells and has 6 investigational indications.,,,"['EFO_0005952', 'MONDO_0002334', 'EFO_0000183', 'MONDO_0007915', 'EFO_0000403', 'MONDO_0018906', 'EFO_0000096', 'EFO_0000095']",8.0,"['ENSG00000198851', 'ENSG00000160654', 'ENSG00000167286', 'ENSG00000156738']",4,2022.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/lunsumio'],['https://searchusan.ama-assn.org/finder/usan/search/MOSUNETUZUMAB/relevant/1/'],,,
CHEMBL4298005,,,Unknown,False,MITIGLINIDE CALCIUM DIHYDRATE,3.0,False,False,[],"['Glufast', 'KAD-1229', 'Kad-1229', 'Mitiglinide calcium dihydrate', 'Mitiglinide calcium hydrate', 'Mitiglinide calcium salt dihydrate', 'S-21403']",,Unknown drug with a maximum clinical trial phase of III and has 1 investigational indication.,,,['MONDO_0005148'],1.0,"['ENSG00000187486', 'ENSG00000006071']",2,,,,,,,,,,
CHEMBL49120,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,IFPPYSWJNWHOLQ-UHFFFAOYSA-N,Small molecule,False,PD-0166285,1.0,False,False,[],"['PD-0166285', 'TCMDC-140940']",['CHEMBL3545196'],Small molecule drug with a maximum clinical trial phase of I.,,,,,"['ENSG00000077782', 'ENSG00000197122', 'ENSG00000146648', 'ENSG00000113721']",4,,,,"['103905313', '137275855', '307078458']",,,,,,
CHEMBL591,C#CC(O)(/C=C/Cl)CC,ZEHYJZXQEQOSON-AATRIKPKSA-N,Small molecule,False,ETHCHLORVYNOL,4.0,False,True,"['Ethchlorvynol', 'Placidyl']","['Alvinol', 'Arvynol', 'Ethchlorvynol', 'Ethchlorvynol civ', 'NSC-30372', 'Normoson', 'Nostel', 'Roeridorm', 'Serenesil', 'Serensil']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1961.,['Ethchlorvynol'],['DB00189'],,,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,1961.0,,,,,,,,,
CHEMBL1200464,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,BFUUJUGQJUTPAF-UHFFFAOYSA-N,Small molecule,False,PROPARACAINE HYDROCHLORIDE,4.0,False,True,"['Alcaine', 'Kainair', 'Ophthaine', 'Ophthetic', 'Paracaine', 'Proparacaine hydrochloride']","['Ak-taine', 'NSC-759896', 'Proparacaine hcl', 'Proparacaine hydrochloride', 'Proxymetacaine', 'Proxymetacaine hydrochloride']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1953.,,,,,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,1953.0,CHEMBL1196,['proparacaine%20hydrochloride'],"['144207096', '170465400', '56320661']",,,,,,
CHEMBL1200705,Br.CC(N)Cc1ccc(O)cc1,RZCJLMTXBMNRAD-UHFFFAOYSA-N,Small molecule,False,HYDROXYAMPHETAMINE HYDROBROMIDE,4.0,False,True,['Paredrine'],"['Hydroxyamfetamine hbr', 'Hydroxyamfetamine hydrobromide', 'Hydroxyamphetamine hbr', 'Hydroxyamphetamine hydrobromide', 'Hyroxyamfetamine hydrobromide', 'NSC-61065', 'Oxamphetamine hydrobromide', 'Phenol, 4-(2-aminopropyl)-, hbr']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1969.,,,,,"['ENSG00000120907', 'ENSG00000150594', 'ENSG00000043591', 'ENSG00000169252', 'ENSG00000184160', 'ENSG00000171873', 'ENSG00000170214', 'ENSG00000274286', 'ENSG00000188778']",9,1969.0,CHEMBL1546,['hydroxyamphetamine%20hydrobromide'],"['124752968', '124752971', '144205040', '26749172']",,,,,,
CHEMBL1200841,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl,HCBIBCJNVBAKAB-UHFFFAOYSA-N,Small molecule,False,PROCAINE HYDROCHLORIDE,4.0,False,True,"['Novocain', 'Pasconeural n', 'Procaine hydrochloride']","['Anestil', 'Enpro', 'Jenacaine', 'Medaject', 'NSC-757280', 'Naucaine', 'Neocaine', 'Omnicain', 'Planocaine', 'Procaine hcl', 'Procaine hydrochloride', 'Procaini hydrochloridum', 'Rocain', 'SP-01A', 'SP01A', 'Sp01a', 'Syntocain']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1954 and has 1 investigational indication.,,,['EFO_0000764'],1.0,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,1954.0,CHEMBL569,,"['144203799', '144212431', '170464937', '50085977', '50106847']",['8431'],,,,,
CHEMBL1201593,,,Enzyme,False,ALTEPLASE,4.0,False,True,"['Actilyse', 'Actilyse cathflo', 'Activase', 'Cathflo activase']","['Alteplase', 'Alteplase (genetical recombination)', 'Alteplase for injection', 'Alteplase, recombinant', 'Alteplase,recombinant', 'Ec 3.4.21.68', 'RT-PA', 'Tissue plasminogen activator alteplase']",,Enzyme drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 8 approved and 28 investigational indications.,,,"['EFO_0009680', 'EFO_1000637', 'EFO_0001365', 'MONDO_0000831', 'EFO_0003966', 'EFO_0003907', 'EFO_0000616', 'MONDO_0005299', 'EFO_0000712', 'MONDO_0100096', 'HP_0004418', 'EFO_0000618', 'EFO_0003827', 'MONDO_0002679', 'EFO_0000713', 'EFO_0003913', 'EFO_1001375', 'HP_0000573', 'HP_0004419', 'EFO_0003144', 'EFO_1001753', 'EFO_1001154', 'EFO_1001157', 'HP_0002140', 'EFO_0009661', 'EFO_0000694', 'MP_0001914', 'EFO_0000612', 'EFO_0000544', 'EFO_0003030', 'EFO_0005669', 'MONDO_0020673', 'EFO_0003097', 'EFO_0000373', 'MONDO_0004992', 'HP_0000016']",36.0,['ENSG00000104368'],1,1996.0,,['alteplase'],,,,,,['5141'],
CHEMBL2109264,,,Antibody,False,SOLITOMAB,2.0,False,False,[],"['MT110', 'Solitomab']",,Antibody drug with a maximum clinical trial phase of II.,,,,,"['ENSG00000198851', 'ENSG00000160654', 'ENSG00000167286', 'ENSG00000119888']",4,,,,,,,,,,
CHEMBL3545135,,,Small molecule,False,NV-128,1.0,False,False,[],['Nv-128'],,Small molecule drug with a maximum clinical trial phase of I.,,,,,"['ENSG00000198695', 'ENSG00000130414', 'ENSG00000110717', 'ENSG00000212907', 'ENSG00000184983', 'ENSG00000198888', 'ENSG00000165264', 'ENSG00000189043', 'ENSG00000174886', 'ENSG00000099795', 'ENSG00000198763', 'ENSG00000158864', 'ENSG00000198786', 'ENSG00000119421', 'ENSG00000136521', 'ENSG00000198886', 'ENSG00000198840', 'ENSG00000004779', 'ENSG00000125356', 'ENSG00000164258', 'ENSG00000119013', 'ENSG00000109390', 'ENSG00000131495', 'ENSG00000168653', 'ENSG00000115286', 'ENSG00000145494', 'ENSG00000183648', 'ENSG00000213619', 'ENSG00000170906', 'ENSG00000065518', 'ENSG00000166136', 'ENSG00000090266', 'ENSG00000267855', 'ENSG00000151366', 'ENSG00000140990', 'ENSG00000178127', 'ENSG00000023228', 'ENSG00000167792', 'ENSG00000160194', 'ENSG00000128609', 'ENSG00000139180', 'ENSG00000164182', 'ENSG00000178057', 'ENSG00000185633', 'ENSG00000147123', 'ENSG00000123545', 'ENSG00000186010', 'ENSG00000184752', 'ENSG00000137806', 'ENSG00000147684']",50,,,,,,,,,,
CHEMBL3984441,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C,VQYYQSZNRVQLIS-UHFFFAOYSA-N,Small molecule,False,NINGETINIB,2.0,False,False,[],"['CT-053 FREE BASE', 'CT-053-PTSA FREE BASE', 'CT053PTSA FREE BASE', 'Ningetinib']",,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,,['EFO_0003060'],1.0,"['ENSG00000153208', 'ENSG00000167601', 'ENSG00000105976', 'ENSG00000122025', 'ENSG00000128052']",5,,,,,,,,,,
CHEMBL4297636,C/C=C\C[C@@H](C/C=C\NC(=O)[C@@H](NC(=O)/C=C\C=C/C(C)=C/[C@H](C)[C@@H]1CC=C(OC)C(=O)O1)C(C)(C)C)OC(N)=O,IEKGSKLKBICCHQ-BDOJOPHNSA-N,Small molecule,False,PLOCABULIN,2.0,False,False,[],"['J3.348.355D', 'PM-060184', 'PM060184', 'Plocabulin', 'Pm 060184', 'Pm060184']",,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,['DB13137'],"['MONDO_0005575', 'EFO_0000616']",2.0,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']",15,,,,,,,,,,
CHEMBL4594539,,,Protein,False,TRENIBOTULINUMTOXINE,3.0,False,False,[],"['AGN-151586', 'BoNT/E', 'Bontoxilysin-e', 'Botulinum neurotoxin type e', 'Botulinum toxin type e', 'EB-001', 'Eb-001', 'Trenibotulinumtoxine']",,Protein drug with a maximum clinical trial phase of III and has 1 investigational indication.,,,['EFO_0003843'],1.0,['ENSG00000132639'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/TRENIBOTULINUMTOXINE/relevant/1/'],,,
CHEMBL506569,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,JAYAGJDXJIDEKI-PTGWOZRBSA-N,Small molecule,False,LANATOSIDE C,4.0,False,True,['Cedilanid'],"['Allocor', 'Celadigal', 'Cetosanol', 'Digilanogen c', 'Isolanid', 'Isolanide', 'Lanatigen c', 'Lanatoside c', 'Lanatoside c jp 17', 'Lanimerck', 'NSC-119991', 'NSC-7533']",,Small molecule drug with a maximum clinical trial phase of IV and is indicated for cardiovascular disease.,['Lanatoside_C'],['DB13467'],['EFO_0000319'],1.0,"['ENSG00000163399', 'ENSG00000129244', 'ENSG00000143153', 'ENSG00000018625', 'ENSG00000069849', 'ENSG00000105409', 'ENSG00000132681', 'ENSG00000137731']",8,,,,['144204914'],,,,,,
CHEMBL1201065,C=CCC1(C(C)CCC)C(=O)[N-]C(=S)NC1=O.[Na+],LYZGJWXNOGIVQA-UHFFFAOYSA-M,Small molecule,False,THIAMYLAL SODIUM,4.0,False,True,['Surital'],"['NSC-759558', 'Sodium thiamylal', 'Thiamylal sodium', 'Thiamylal sodium salt']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982.,,,,,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,1982.0,CHEMBL440,,"['144205070', '26749789']",,,,,,
CHEMBL1201836,,,Antibody,True,OFATUMUMAB,4.0,False,True,"['Arzerra', 'Kesimpta']","['2F2', 'GSK-1841157', 'GSK1841157', 'GSKI841157', 'HUMAX-CD20', 'HUMAX-CD20 2F2', 'HUMAX-CD20, 2F2', 'HUMAX-CD20-2F2', 'Ofatumumab']",,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 6 approved and 22 investigational indications. This drug has a black box warning from the FDA.,['Ofatumumab'],,"['EFO_0004255', 'MONDO_0005301', 'EFO_0000574', 'EFO_0004256', 'MONDO_0020547', 'EFO_0003929', 'MONDO_0001023', 'EFO_0000183', 'EFO_1000749', 'EFO_0000756', 'EFO_1001469', 'EFO_0000565', 'EFO_0000685', 'EFO_0000540', 'EFO_0009441', 'EFO_0004289', 'EFO_0000309', 'EFO_0000403', 'MONDO_0018906', 'MONDO_0004992', 'MONDO_0000873', 'MONDO_0000870', 'EFO_0000616', 'EFO_0000765', 'EFO_0000095', 'EFO_0004719', 'EFO_0005952', 'EFO_0000220']",28.0,['ENSG00000156738'],1,2009.0,,['ofatumumab'],,,['https://www.ema.europa.eu/en/medicines/human/EPAR/kesimpta'],,,['4951'],
CHEMBL2181929,CC1(C)Oc2cc(NS(C)(=O)=O)ccc2N(c2ccc(F)cc2)C1=O,AZNHWXAFPBYFGH-UHFFFAOYSA-N,Small molecule,False,MT-3995,2.0,False,False,[],"['Apararenone', 'MT-3995', 'Mt-3995']",,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,['DB15024'],"['EFO_0000401', 'EFO_1001249']",2.0,['ENSG00000151623'],1,,,,,,,,,,
CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,HCRKCZRJWPKOAR-JTQLQIEISA-N,Small molecule,False,BRINZOLAMIDE,4.0,False,True,['Azopt'],"['AL-4862', 'Azopt', 'Brinzolamide', 'NSC-760050']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and has 3 approved and 1 investigational indication.,['Brinzolamide'],['DB01194'],"['EFO_0004190', 'EFO_0009784', 'MONDO_0005041', 'EFO_1001069']",4.0,['ENSG00000104267'],1,1998.0,,['brinzolamide'],"['170464926', '56463043']",['3176'],['https://www.ema.europa.eu/en/medicines/human/EPAR/azopt'],,,,
CHEMBL277474,Cc1cc(=O)n(-c2ccccc2)n1C,VEQOALNAAJBPNY-UHFFFAOYSA-N,Small molecule,False,ANTIPYRINE,4.0,False,True,[],"['Antipyrin', 'Antipyrine', 'Antipyrinum', 'NSC-7945', 'Phenazon', 'Phenazone']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) and is indicated for fever and pain and has 3 investigational indications.,['Phenazone'],['DB01435'],"['MONDO_0004979', 'HP_0001945', 'HP_0100607', 'EFO_0004992', 'EFO_0003843']",5.0,['ENSG00000095303'],1,,,,"['104171279', '11112159', '144203893', '144208798', '144213343', '170465510', '26753718', '56320742']",['31225'],,,,,
CHEMBL3301611,Nc1ccncc1N.O=P(O)(O)O,KAICRBBQCRKMPO-UHFFFAOYSA-N,Small molecule,False,AMIFAMPRIDINE PHOSPHATE,4.0,False,True,"['Firdapse', 'Firdapse (previously zenas)']","['3,4-DAPP', 'Amifampridine phosphate', 'DAPP', 'Zenas']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and is indicated for lambert-eaton myasthenic syndrome and myasthenia gravis and has 4 investigational indications.,,,"['EFO_0008525', 'EFO_0004991', 'MONDO_0015263', 'EFO_0020094', 'EFO_0004991', 'EFO_0009851']",6.0,"['ENSG00000053918', 'ENSG00000171385', 'ENSG00000055118', 'ENSG00000177301', 'ENSG00000111262', 'ENSG00000075043', 'ENSG00000184156', 'ENSG00000104848', 'ENSG00000185760', 'ENSG00000117013', 'ENSG00000143473', 'ENSG00000182255', 'ENSG00000130037', 'ENSG00000177272', 'ENSG00000151079', 'ENSG00000129159', 'ENSG00000184408', 'ENSG00000182674', 'ENSG00000116396', 'ENSG00000131398', 'ENSG00000158445', 'ENSG00000143105', 'ENSG00000164794', 'ENSG00000140015', 'ENSG00000171126', 'ENSG00000168418', 'ENSG00000168263', 'ENSG00000124134', 'ENSG00000183960', 'ENSG00000166006', 'ENSG00000170745', 'ENSG00000173826', 'ENSG00000162975', 'ENSG00000184611', 'ENSG00000102057', 'ENSG00000026559', 'ENSG00000178342', 'ENSG00000135519', 'ENSG00000156486', 'ENSG00000089558']",40,2009.0,CHEMBL354077,['amifampridine%20phosphate'],,,['https://www.ema.europa.eu/en/medicines/human/EPAR/firdapse'],,,,
CHEMBL3545046,,,Small molecule,False,GSK2849466,1.0,False,False,[],['Gsk2849466'],,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,,['HP_0004326'],1.0,['ENSG00000169083'],1,,,,,,,,,,
CHEMBL4297883,,,Antibody,False,IVUXOLIMAB,3.0,False,False,[],"['Anti-ox40 antibody pf-04518600', 'Ivuxolimab', 'PF-04518600', 'PF-8600', 'PF04518600', 'Pf-04518600', 'Pf04518600']",,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 7 investigational indications.,,,"['MONDO_0018906', 'EFO_0000349', 'MONDO_0004992', 'EFO_0000222', 'EFO_0005537', 'EFO_0000616', 'EFO_0000196']",7.0,['ENSG00000186827'],1,,,,,,,,,,
CHEMBL4297919,,,Unknown,False,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,3.0,False,False,[],"['BRL29060A', 'Brl29060a', 'Paroxetine hydrochloride', 'Paroxetine hydrochloride hemihydrate', 'Paroxetine hydrochloride hydrate']",,Unknown drug with a maximum clinical trial phase of III and has 1 investigational indication.,,,['EFO_1001917'],1.0,['ENSG00000108576'],1,,,,,,,,,,
CHEMBL4297938,,,Antibody drug conjugate,False,LIFASTUZUMAB VEDOTIN,2.0,False,False,[],"['DNIB-0600A', 'DNIB0600A', 'Dnib0600a', 'Lifastuzumab vedotin', 'NAPI3B', 'RG-7599']",,Antibody drug conjugate drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,,"['EFO_0003060', 'MONDO_0008170']",2.0,"['ENSG00000157765', 'ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']",16,,,,,,,,,,
